Activity3.[Activity3],Demand Type.[Demand Type],Supplier.[Supplier Location],Version.[Version Name],Activity1.[Activity1],Activity2.[Activity2],Documents.[OrderlineID],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast Due to Forecast,W Procurement Forecast Due to Orders,W Procurement Forecast Intermediate with Demand Type Input To R,W Procurement Forecast With Demand Type,W Procurement Forecast With Demand Type within Lead Time
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-75217,North America,2026-W14,NK-BK-JA1-1442,5597.839414560898,2399.0740348118134,7996.9134493727115,7996.9134493727115,3998.4567246863558
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-76704,Greater China,2026-W14,NK-RA-RM-2943,2528.3245695844957,1083.5676726790696,3611.8922422635655,3611.8922422635655,1805.9461211317828
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-59541,North America,2026-W14,NK-AP-ACG-9756,4125.644240875419,1768.1332460894653,5893.777486964885,5893.777486964885,2946.8887434824424
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-87503,APLA,2026-W14,NK-MT-9-1040,3904.4573819856346,1673.3388779938434,5577.796259979478,5577.796259979478,2788.898129989739
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-97925,EMEA,2026-W14,NK-RA-RW-2259,6095.907022898577,2612.5315812422473,8708.438604140825,8708.438604140825,4354.219302070413
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-96940,North America,2026-W14,NK-RA-RW-3875,4223.82454389254,1810.2105188110884,6034.035062703628,6034.035062703628,3017.017531351814
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-32028,Greater China,2026-W14,NK-AP-ACG-6667,5446.048898300968,2334.020956414701,7780.06985471567,7780.06985471567,3890.034927357835
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-40063,APLA,2026-W14,NK-ZP-40-9975,5420.941838237265,2323.260787815971,7744.202626053237,7744.202626053237,3872.1013130266183
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-11751,APLA,2026-W14,NK-AP-IC-6497,2478.4039729318893,1062.1731312565241,3540.5771041884136,3540.5771041884136,1770.2885520942068
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-12034,North America,2026-W14,NK-AM-90-1101,1912.8924939117844,819.8110688193361,2732.7035627311207,2732.7035627311207,1366.3517813655603
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-19339,Greater China,2026-W14,NK-AM-270-3487,2400.642721192126,1028.8468805109112,3429.4896017030374,3429.4896017030374,1714.7448008515187
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-45736,Greater China,2026-W14,NK-SB-DLP-2952,4455.7825523824295,1909.621093878184,6365.403646260614,6365.403646260614,3182.701823130307
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-86382,EMEA,2026-W14,NK-BK-JA1-4871,6855.620303547976,2938.1229872348467,9793.743290782822,9793.743290782822,4896.871645391411
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-37134,North America,2026-W14,NK-AP-ECT-2690,5102.50815831956,2186.789210708383,7289.297369027943,7289.297369027943,3644.6486845139716
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-58148,APLA,2026-W14,NK-BK-KD16-7677,4407.176635054217,1888.7899864518072,6295.966621506024,6295.966621506024,3147.983310753012
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-82755,North America,2026-W14,NK-AP-IC-1233,5027.610571009321,2154.6902447182806,7182.300815727602,7182.300815727602,3591.150407863801
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-48780,APLA,2026-W14,NK-AM-PLS-2664,1259.0693174791454,539.6011360624909,1798.6704535416366,1798.6704535416366,899.3352267708183
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-98263,Greater China,2026-W14,NK-CV-L-9876,5444.813884739327,2333.4916648882827,7778.305549627609,7778.305549627609,3889.1527748138046
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-93459,North America,2026-W14,NK-RA-RW-6469,5496.705123499807,2355.730767214203,7852.43589071401,7852.43589071401,3926.217945357005
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-69194,North America,2026-W14,NK-AP-ECT-4446,2306.9182643961353,988.6792561697723,3295.597520565908,3295.597520565908,1647.798760282954
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-47719,EMEA,2026-W14,NK-RT-3-3109,6989.847169222251,2995.648786809536,9985.495956031788,9985.495956031788,4992.747978015894
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-23259,North America,2026-W14,NK-ZP-40-8827,2317.8791651264823,993.3767850542068,3311.2559501806895,3311.2559501806895,1655.6279750903448
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-93155,EMEA,2026-W14,NK-RA-RM-3810,3369.322644023809,1443.9954188673466,4813.318062891156,4813.318062891156,2406.659031445578
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-91257,APLA,2026-W14,NK-AP-PDF-3443,6520.407317773857,2794.460279045939,9314.867596819797,9314.867596819797,4657.433798409898
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-86310,North America,2026-W14,NK-AM-PLS-8260,3817.5528891040294,1636.0940953302984,5453.646984434328,5453.646984434328,2726.823492217164
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-33503,EMEA,2026-W14,NK-BK-KD16-5365,3483.902463624397,1493.1010558390274,4977.003519463425,4977.003519463425,2488.5017597317124
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-26607,APLA,2026-W14,NK-AP-ECT-2313,4503.078977226478,1929.8909902399191,6432.969967466397,6432.969967466397,3216.4849837331985
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-54336,APLA,2026-W14,NK-JD-SL3-8710,4771.087362542227,2044.7517268038116,6815.839089346039,6815.839089346039,3407.9195446730196
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-20665,Greater China,2026-W14,NK-BK-L21-5923,4560.841963230013,1954.6465556700055,6515.488518900019,6515.488518900019,3257.7442594500094
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-23517,Greater China,2026-W14,NK-RA-RW-1984,730.2112598530265,312.9476827941542,1043.1589426471808,1043.1589426471808,521.5794713235904
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-15128,EMEA,2026-W14,NK-AP-IC-5112,4201.722843569161,1800.7383615296405,6002.461205098802,6002.461205098802,3001.230602549401
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-96885,North America,2026-W14,NK-RA-RM-6139,3274.932287937037,1403.5424091158732,4678.47469705291,4678.47469705291,2339.237348526455
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-92108,Greater China,2026-W14,NK-BK-JA1-1876,6279.192403998757,2691.08245885661,8970.274862855367,8970.274862855367,4485.137431427684
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-75787,North America,2026-W14,NK-BZ-77-3498,3674.1422945855147,1574.6324119652206,5248.774706550736,5248.774706550736,2624.387353275368
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-80892,Greater China,2026-W14,NK-AP-YLL-6797,5833.587231319427,2500.1088134226115,8333.696044742039,8333.696044742039,4166.848022371019
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-85588,North America,2026-W14,NK-MT-9-6455,2516.094849096444,1078.3263638984758,3594.4212129949196,3594.4212129949196,1797.2106064974598
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-70665,Greater China,2026-W14,NK-JD-SL3-3682,2316.99272577718,992.9968824759343,3309.9896082531145,3309.9896082531145,1654.9948041265573
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-77429,Greater China,2026-W14,NK-AP-TJ-8783,4563.9148629832,1955.9635127070856,6519.878375690286,6519.878375690286,3259.939187845143
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-56904,North America,2026-W14,NK-VF-3-9175,2885.831593773101,1236.7849687599003,4122.616562533001,4122.616562533001,2061.3082812665007
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-48963,North America,2026-W14,NK-SB-DLP-1771,896.1319201427892,384.0565372040526,1280.188457346842,1280.188457346842,640.094228673421
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-66928,APLA,2026-W14,NK-AP-IC-2073,3034.6180056268963,1300.5505738400984,4335.168579466995,4335.168579466995,2167.5842897334974
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-20005,North America,2026-W14,NK-CV-L-8296,4742.026009518377,2032.2968612221616,6774.322870740539,6774.322870740539,3387.1614353702694
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-60876,Greater China,2026-W14,NK-AM-270-7990,5185.204929955318,2222.230684266565,7407.435614221883,7407.435614221883,3703.7178071109415
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-51103,EMEA,2026-W14,NK-AP-IC-9956,6287.883177225274,2694.807075953689,8982.690253178964,8982.690253178964,4491.345126589482
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-88938,Greater China,2026-W14,NK-BK-JA1-3719,4779.3556905777305,2048.2952959618847,6827.650986539616,6827.650986539616,3413.825493269808
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-81611,EMEA,2026-W14,NK-AP-TJ-4438,6215.381752797228,2663.7350369130977,8879.116789710326,8879.116789710326,4439.558394855163
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-91691,APLA,2026-W14,NK-BK-L21-3147,4283.442895820447,1835.7612410659058,6119.204136886353,6119.204136886353,3059.6020684431764
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-68125,APLA,2026-W14,NK-AM-270-6083,4840.420504273283,2074.4659304028355,6914.886434676119,6914.886434676119,3457.4432173380596
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-38124,North America,2026-W14,NK-AP-IC-7267,3541.2275039534316,1517.6689302657564,5058.896434219188,5058.896434219188,2529.448217109594
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-81780,Greater China,2026-W14,NK-BK-KD16-1552,6022.95535564054,2581.2665809888026,8604.221936629343,8604.221936629343,4302.1109683146715
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-78545,EMEA,2026-W14,NK-IV-3-8613,1114.7424230121158,477.7467527194782,1592.489175731594,1592.489175731594,796.244587865797
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-74274,North America,2026-W14,NK-AM-90-6900,6627.050794528269,2840.1646262264007,9467.21542075467,9467.21542075467,4733.607710377335
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-59637,EMEA,2026-W14,NK-SB-DLP-5404,6151.511002595411,2636.3618582551762,8787.872860850588,8787.872860850588,4393.936430425294
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-63967,EMEA,2026-W14,NK-AP-YLL-5890,1464.6586433023197,627.7108471295656,2092.3694904318854,2092.3694904318854,1046.1847452159427
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-61297,APLA,2026-W14,NK-AP-PDF-6776,5757.149976016701,2467.3499897214433,8224.499965738145,8224.499965738145,4112.2499828690725
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-15859,North America,2026-W14,NK-AP-IC-6486,2470.3148412594164,1058.70636053975,3529.0212017991666,3529.0212017991666,1764.5106008995833
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-92606,EMEA,2026-W14,NK-AP-TJ-8026,4062.649967967153,1741.1357005573511,5803.785668524504,5803.785668524504,2901.892834262252
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-96320,APLA,2026-W14,NK-AP-ACG-3349,6709.262737794719,2875.398316197737,9584.661053992457,9584.661053992457,4792.330526996228
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-40296,Greater China,2026-W14,NK-BK-JA1-2770,2088.9581483281736,895.2677778549315,2984.225926183105,2984.225926183105,1492.1129630915525
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-42951,North America,2026-W14,NK-AP-TJ-4153,3011.2124119619602,1290.5196051265546,4301.732017088515,4301.732017088515,2150.8660085442575
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-65657,APLA,2026-W14,NK-AP-ECT-9121,1024.9315663057328,439.2563855595998,1464.1879518653327,1464.1879518653327,732.0939759326664
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-38975,North America,2026-W14,NK-AP-TJ-2315,955.701560670029,409.58638314429817,1365.2879438143273,1365.2879438143273,682.6439719071636
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-78309,North America,2026-W14,NK-RA-RW-9996,1618.2438722194163,693.5330880940356,2311.776960313452,2311.776960313452,1155.888480156726
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-13963,EMEA,2026-W14,NK-AP-IC-1233,4079.7608440711374,1748.4689331733448,5828.229777244483,5828.229777244483,2914.1148886222413
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-54679,APLA,2026-W14,NK-AP-YLL-1236,2832.181437460185,1213.7920446257936,4045.9734820859785,4045.9734820859785,2022.9867410429893
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-63589,North America,2026-W14,NK-AP-ACG-7333,5185.077542663245,2222.1760897128192,7407.253632376065,7407.253632376065,3703.6268161880325
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-17047,Greater China,2026-W14,NK-CV-L-1260,4911.043440072116,2104.73290288805,7015.776342960166,7015.776342960166,3507.888171480083
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-84418,Greater China,2026-W14,NK-AP-PDF-2254,1974.2818044130497,846.1207733198785,2820.4025777329284,2820.4025777329284,1410.2012888664642
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-68706,Greater China,2026-W14,NK-AP-ECT-2443,4365.737108770261,1871.0301894729691,6236.7672982432305,6236.7672982432305,3118.3836491216152
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-43634,North America,2026-W14,NK-AM-90-8857,6223.185706086982,2667.079588322992,8890.265294409974,8890.265294409974,4445.132647204987
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-82943,Greater China,2026-W14,NK-RA-RM-6398,2490.2202364611176,1067.2372441976217,3557.4574806587393,3557.4574806587393,1778.7287403293697
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-20158,APLA,2026-W14,NK-AM-PLS-4540,1284.1934911608469,550.3686390689344,1834.5621302297814,1834.5621302297814,917.2810651148907
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-89400,Greater China,2026-W14,NK-AP-ACG-5069,2030.7341027374846,870.314615458922,2901.0487181964068,2901.0487181964068,1450.5243590982034
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-90146,Greater China,2026-W14,NK-BK-JA1-3518,2227.5564491250857,954.6670496250367,3182.2234987501224,3182.2234987501224,1591.1117493750612
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-60287,North America,2026-W14,NK-AP-ACG-2415,2845.0608917219306,1219.3118107379703,4064.372702459901,4064.372702459901,2032.1863512299506
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-75672,North America,2026-W14,NK-AP-SFJ-2904,5108.912703172321,2189.5340156452803,7298.446718817601,7298.446718817601,3649.2233594088007
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-99277,North America,2026-W14,NK-VF-3-3859,2139.123758962952,916.7673252698365,3055.8910842327887,3055.8910842327887,1527.9455421163943
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-55754,Greater China,2026-W14,NK-SB-DLP-7916,5063.8902592398,2170.238682531343,7234.128941771143,7234.128941771143,3617.0644708855716
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-24064,Greater China,2026-W14,NK-RA-RW-8163,1929.4680519024012,826.9148793867435,2756.382931289145,2756.382931289145,1378.1914656445724
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-93861,Greater China,2026-W14,NK-RA-RW-4309,3541.3672675714524,1517.728828959194,5059.096096530647,5059.096096530647,2529.5480482653234
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-44877,Greater China,2026-W14,NK-AP-SFJ-8448,4648.293781956416,1992.1259065527497,6640.419688509166,6640.419688509166,3320.209844254583
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-50865,North America,2026-W14,NK-RT-3-6643,4143.436854389754,1775.7586518813234,5919.195506271079,5919.195506271079,2959.5977531355393
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-71064,EMEA,2026-W14,NK-AP-IC-4287,2312.0072640261033,990.8602560111871,3302.8675200372904,3302.8675200372904,1651.4337600186452
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-68856,North America,2026-W14,NK-BK-KD16-9786,2928.845637903929,1255.219559101684,4184.065197005613,4184.065197005613,2092.0325985028066
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-48397,Greater China,2026-W14,NK-ZP-40-9710,1980.8691758871403,848.9439325230602,2829.8131084102006,2829.8131084102006,1414.9065542051003
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-68359,EMEA,2026-W14,NK-RA-RM-5599,794.8662478404227,340.6569633601812,1135.523211200604,1135.523211200604,567.761605600302
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-32987,APLA,2026-W14,NK-AP-TJ-2946,3419.956442240415,1465.695618103035,4885.65206034345,4885.65206034345,2442.826030171725
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-29211,EMEA,2026-W14,NK-RT-3-3807,5603.519073381482,2401.5081743063492,8005.027247687831,8005.027247687831,4002.5136238439154
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-11816,APLA,2026-W14,NK-ZP-40-1674,2442.1263587472195,1046.6255823202368,3488.7519410674563,3488.7519410674563,1744.3759705337282
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-63386,EMEA,2026-W14,NK-BK-JA1-1213,3645.9089647015176,1562.5324134435077,5208.441378145026,5208.441378145026,2604.220689072513
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-12002,North America,2026-W14,NK-SB-DLP-1517,2651.0806869296657,1136.177437255571,3787.258124185237,3787.258124185237,1893.6290620926186
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-86828,Greater China,2026-W14,NK-AP-TJ-2165,1974.5506849598867,846.2360078399515,2820.7866927998384,2820.7866927998384,1410.3933463999192
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-59071,APLA,2026-W14,NK-AP-TJ-3090,1232.3659177398886,528.1568218885237,1760.5227396284124,1760.5227396284124,880.2613698142062
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-26021,Greater China,2026-W14,NK-AP-TJ-3106,1320.0760024971544,565.7468582130662,1885.8228607102205,1885.8228607102205,942.9114303551103
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-69339,North America,2026-W14,NK-AP-PDF-2232,6956.62108866318,2981.409037998506,9938.030126661686,9938.030126661686,4969.015063330843
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-45783,North America,2026-W14,NK-CV-L-3758,5811.415364328856,2490.606584712367,8302.021949041224,8302.021949041224,4151.010974520612
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-14288,APLA,2026-W14,NK-AP-ECT-8008,4916.231296807377,2106.956270060304,7023.187566867681,7023.187566867681,3511.5937834338406
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-69895,APLA,2026-W14,NK-AP-ACG-3871,3268.8937885316823,1400.9544807992925,4669.848269330975,4669.848269330975,2334.9241346654876
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-98678,APLA,2026-W14,NK-AP-YLL-6365,4294.031761424816,1840.2993263249211,6134.331087749737,6134.331087749737,3067.1655438748685
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-34154,North America,2026-W14,NK-IV-3-2860,5396.371883456146,2312.7308071954913,7709.102690651638,7709.102690651638,3854.551345325819
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-98182,Greater China,2026-W14,NK-AP-TJ-6604,5460.439400914704,2340.18831467773,7800.627715592434,7800.627715592434,3900.313857796217
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-26589,Greater China,2026-W14,NK-AP-SFJ-8896,4015.437489134385,1720.9017810575938,5736.339270191979,5736.339270191979,2868.1696350959896
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-29251,EMEA,2026-W14,NK-AP-TJ-5485,6354.2132934116935,2723.2342686050115,9077.447562016705,9077.447562016705,4538.7237810083525
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-49983,North America,2026-W14,NK-AM-PLS-8076,2169.989812016254,929.9956337212516,3099.9854457375054,3099.9854457375054,1549.9927228687527
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-40501,North America,2026-W14,NK-AP-PDF-3182,3702.660738649501,1586.8546022783578,5289.515340927859,5289.515340927859,2644.7576704639296
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-91358,Greater China,2026-W14,NK-AP-YLL-2094,2505.210130094097,1073.6614843260415,3578.871614420139,3578.871614420139,1789.4358072100695
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-73056,APLA,2026-W14,NK-MT-9-8543,5163.413407241197,2212.8914602462273,7376.304867487425,7376.304867487425,3688.1524337437127
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-39929,North America,2026-W14,NK-BK-JA1-8322,1824.5352312459354,781.9436705339724,2606.478901779908,2606.478901779908,1303.239450889954
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-53720,EMEA,2026-W14,NK-MT-9-3169,3160.8510526742825,1354.650451146121,4515.501503820404,4515.501503820404,2257.750751910202
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-13714,APLA,2026-W14,NK-AP-IC-6290,1958.2771876102363,839.2616518329584,2797.538839443195,2797.538839443195,1398.7694197215974
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-32289,APLA,2026-W14,NK-JD-SL3-9672,5350.526544121262,2293.0828046233983,7643.609348744661,7643.609348744661,3821.8046743723303
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-41084,EMEA,2026-W14,NK-JD-SL3-6062,1574.0386217621074,674.5879807551888,2248.6266025172963,2248.6266025172963,1124.3133012586482
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-18276,Greater China,2026-W14,NK-AP-IC-3010,5907.554819762854,2531.8092084697946,8439.364028232649,8439.364028232649,4219.682014116324
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-86905,North America,2026-W14,NK-AP-SFJ-9066,3955.007153239147,1695.0030656739202,5650.010218913068,5650.010218913068,2825.005109456534
